label,flattened_images
surprise,[255 255 255 ...  60  60  60]
surprise,[67 67 67 ... 70 70 70]
surprise,[253 253 253 ... 189 189 189]
surprise,[ 95  95  95 ... 103 103 103]
surprise,[255 255 255 ...  82  82  82]
surprise,[247 247 247 ...  99  99  99]
surprise,[255 255 255 ...  50  50  50]
surprise,[179 179 179 ... 166 166 166]
surprise,[250 250 250 ... 255 255 255]
surprise,[195 195 195 ... 255 255 255]
surprise,[ 58  58  58 ... 207 207 207]
surprise,[254 254 254 ... 162 162 162]
surprise,[125 125 125 ...  43  43  43]
surprise,[78 78 78 ... 68 68 68]
surprise,[ 91  91  91 ... 161 161 161]
surprise,[ 74  74  74 ... 210 210 210]
surprise,[156 156 156 ...  98  98  98]
surprise,[131 131 131 ...  44  44  44]
surprise,[119 119 119 ...  30  30  30]
surprise,[9 9 9 ... 0 0 0]
surprise,[137 137 137 ... 182 182 182]
surprise,[237 237 237 ... 149 149 149]
surprise,[254 254 254 ... 241 241 241]
surprise,[254 254 254 ... 115 115 115]
surprise,[254 254 254 ... 255 255 255]
surprise,[29 29 29 ... 32 32 32]
surprise,[214 214 214 ... 142 142 142]
surprise,[38 38 38 ... 24 24 24]
surprise,[118 118 118 ... 185 185 185]
surprise,[70 70 70 ... 25 25 25]
surprise,[236 236 236 ...  18  18  18]
surprise,[232 232 232 ... 155 155 155]
surprise,[ 20  20  20 ... 246 246 246]
surprise,[199 199 199 ... 150 150 150]
surprise,[60 60 60 ... 36 36 36]
surprise,[220 220 220 ... 200 200 200]
surprise,[131 131 131 ... 255 255 255]
surprise,[184 184 184 ... 246 246 246]
surprise,[57 57 57 ... 15 15 15]
surprise,[167 167 167 ... 197 197 197]
surprise,[101 101 101 ...  81  81  81]
surprise,[224 224 224 ... 146 146 146]
surprise,[ 47  47  47 ... 182 182 182]
surprise,[152 152 152 ...  37  37  37]
surprise,[229 229 229 ... 108 108 108]
surprise,[231 231 231 ...  90  90  90]
surprise,[254 254 254 ... 168 168 168]
surprise,[255 255 255 ... 201 201 201]
surprise,[210 210 210 ... 176 176 176]
surprise,[ 0  0  0 ... 83 83 83]
surprise,[213 213 213 ... 255 255 255]
surprise,[17 17 17 ... 30 30 30]
surprise,[52 52 52 ...  7  7  7]
surprise,[ 78  78  78 ... 255 255 255]
surprise,[146 146 146 ... 148 148 148]
surprise,[204 204 204 ... 216 216 216]
surprise,[ 98  98  98 ... 228 228 228]
surprise,[204 204 204 ...  69  69  69]
surprise,[252 252 252 ...  56  56  56]
surprise,[214 214 214 ... 208 208 208]
surprise,[242 242 242 ...  81  81  81]
surprise,[ 56  56  56 ... 185 185 185]
surprise,[217 217 217 ... 254 254 254]
surprise,[ 87  87  87 ... 254 254 254]
surprise,[104 104 104 ... 254 254 254]
surprise,[253 253 253 ... 255 255 255]
surprise,[255 255 255 ... 195 195 195]
surprise,[ 56  56  56 ... 185 185 185]
surprise,[255 255 255 ...  94  94  94]
surprise,[204 204 204 ...   3   3   3]
surprise,[41 41 41 ... 11 11 11]
surprise,[132 132 132 ... 160 160 160]
surprise,[226 226 226 ... 195 195 195]
surprise,[92 92 92 ... 51 51 51]
surprise,[254 254 254 ... 254 254 254]
surprise,[89 89 89 ... 96 96 96]
surprise,[254 254 254 ... 229 229 229]
surprise,[ 84  84  84 ... 253 253 253]
surprise,[167 167 167 ... 196 196 196]
surprise,[234 234 234 ... 152 152 152]
surprise,[255 255 255 ... 255 255 255]
surprise,[252 252 252 ... 252 252 252]
surprise,[117 117 117 ... 205 205 205]
surprise,[ 7  7  7 ... 23 23 23]
surprise,[184 184 184 ...  57  57  57]
surprise,[146 146 146 ... 246 246 246]
surprise,[115 115 115 ... 108 108 108]
surprise,[ 54  54  54 ... 217 217 217]
surprise,[165 165 165 ...   7   7   7]
surprise,[33 33 33 ... 65 65 65]
surprise,[255 255 255 ...  41  41  41]
surprise,[25 25 25 ... 70 70 70]
surprise,[36 36 36 ...  5  5  5]
surprise,[74 74 74 ... 77 77 77]
surprise,[  3   3   3 ... 252 252 252]
surprise,[201 201 201 ... 247 247 247]
surprise,[43 43 43 ... 49 49 49]
surprise,[80 80 80 ... 25 25 25]
surprise,[23 23 23 ... 34 34 34]
surprise,[253 253 253 ... 140 140 140]
surprise,[126 126 126 ... 169 169 169]
surprise,[144 144 144 ... 253 253 253]
surprise,[138 138 138 ...  35  35  35]
surprise,[22 22 22 ... 13 13 13]
surprise,[255 255 255 ... 254 254 254]
surprise,[254 254 254 ...  22  22  22]
surprise,[205 205 205 ...  86  86  86]
surprise,[26 26 26 ... 74 74 74]
surprise,[233 233 233 ...  13  13  13]
surprise,[106 106 106 ...  13  13  13]
surprise,[204 204 204 ... 194 194 194]
surprise,[209 209 209 ...  36  36  36]
surprise,[ 0  0  0 ... 42 42 42]
surprise,[141 141 141 ...  99  99  99]
surprise,[ 78  78  78 ... 228 228 228]
surprise,[97 97 97 ... 12 12 12]
surprise,[ 73  73  73 ... 116 116 116]
surprise,[193 193 193 ... 242 242 242]
surprise,[223 223 223 ... 102 102 102]
surprise,[ 82  82  82 ... 108 108 108]
surprise,[232 232 232 ...  21  21  21]
surprise,[214 214 214 ... 118 118 118]
surprise,[ 36  36  36 ... 218 218 218]
surprise,[216 216 216 ...  74  74  74]
surprise,[255 255 255 ...  51  51  51]
surprise,[84 84 84 ... 73 73 73]
surprise,[213 213 213 ...   2   2   2]
surprise,[253 253 253 ... 130 130 130]
surprise,[223 223 223 ... 170 170 170]
surprise,[ 83  83  83 ... 162 162 162]
surprise,[238 238 238 ...  66  66  66]
surprise,[144 144 144 ... 249 249 249]
surprise,[116 116 116 ...  14  14  14]
surprise,[ 68  68  68 ... 255 255 255]
surprise,[178 178 178 ... 238 238 238]
surprise,[253 253 253 ... 187 187 187]
surprise,[ 36  36  36 ... 246 246 246]
surprise,[179 179 179 ... 121 121 121]
surprise,[220 220 220 ... 255 255 255]
surprise,[148 148 148 ...   4   4   4]
surprise,[ 15  15  15 ... 221 221 221]
surprise,[ 76  76  76 ... 253 253 253]
surprise,[198 198 198 ...  60  60  60]
surprise,[208 208 208 ... 125 125 125]
surprise,[ 77  77  77 ... 183 183 183]
surprise,[145 145 145 ...  95  95  95]
surprise,[255 255 255 ... 161 161 161]
surprise,[ 16  16  16 ... 166 166 166]
surprise,[200 200 200 ... 194 194 194]
surprise,[247 247 247 ...  61  61  61]
surprise,[186 186 186 ... 227 227 227]
surprise,[253 253 253 ... 253 253 253]
surprise,[207 207 207 ...  69  69  69]
surprise,[255 255 255 ...  32  32  32]
surprise,[161 161 161 ...   1   1   1]
surprise,[255 255 255 ... 109 109 109]
surprise,[174 174 174 ...   9   9   9]
surprise,[13 13 13 ... 42 42 42]
surprise,[100 100 100 ... 109 109 109]
surprise,[238 238 238 ... 240 240 240]
surprise,[255 255 255 ... 227 227 227]
surprise,[151 151 151 ... 123 123 123]
surprise,[170 170 170 ...  34  34  34]
surprise,[255 255 255 ... 255 255 255]
surprise,[79 79 79 ... 55 55 55]
surprise,[182 182 182 ... 150 150 150]
surprise,[164 164 164 ...  55  55  55]
surprise,[204 204 204 ...   5   5   5]
surprise,[ 0  0  0 ... 73 73 73]
surprise,[133 133 133 ...  45  45  45]
surprise,[ 62  62  62 ... 212 212 212]
surprise,[114 114 114 ... 142 142 142]
surprise,[253 253 253 ...  63  63  63]
surprise,[186 186 186 ...  64  64  64]
surprise,[139 139 139 ... 217 217 217]
surprise,[243 243 243 ... 253 253 253]
surprise,[ 2  2  2 ... 37 37 37]
surprise,[ 8  8  8 ... 49 49 49]
surprise,[ 99  99  99 ... 158 158 158]
surprise,[255 255 255 ... 254 254 254]
surprise,[ 2  2  2 ... 36 36 36]
surprise,[  0   0   0 ... 233 233 233]
surprise,[139 139 139 ...  29  29  29]
surprise,[255 255 255 ... 207 207 207]
surprise,[140 140 140 ... 145 145 145]
surprise,[  7   7   7 ... 255 255 255]
surprise,[243 243 243 ... 113 113 113]
surprise,[183 183 183 ... 226 226 226]
surprise,[169 169 169 ... 204 204 204]
surprise,[72 72 72 ... 41 41 41]
surprise,[196 196 196 ... 179 179 179]
surprise,[142 142 142 ... 145 145 145]
surprise,[238 238 238 ... 176 176 176]
surprise,[77 77 77 ... 33 33 33]
surprise,[187 187 187 ...  16  16  16]
surprise,[ 24  24  24 ... 107 107 107]
surprise,[216 216 216 ... 238 238 238]
surprise,[101 101 101 ...  79  79  79]
surprise,[ 27  27  27 ... 253 253 253]
surprise,[126 126 126 ... 158 158 158]
surprise,[245 245 245 ...  87  87  87]
surprise,[ 23  23  23 ... 175 175 175]
surprise,[58 58 58 ... 50 50 50]
surprise,[122 122 122 ...  75  75  75]
surprise,[ 78  78  78 ... 200 200 200]
surprise,[ 66  66  66 ... 243 243 243]
surprise,[253 253 253 ...  24  24  24]
surprise,[227 227 227 ... 227 227 227]
surprise,[227 227 227 ...  22  22  22]
surprise,[253 253 253 ... 255 255 255]
surprise,[206 206 206 ... 235 235 235]
surprise,[220 220 220 ...  21  21  21]
surprise,[ 97  97  97 ... 176 176 176]
surprise,[22 22 22 ... 89 89 89]
surprise,[253 253 253 ... 252 252 252]
surprise,[156 156 156 ...  86  86  86]
surprise,[254 254 254 ...   8   8   8]
surprise,[131 131 131 ... 119 119 119]
surprise,[196 196 196 ... 162 162 162]
surprise,[150 150 150 ... 223 223 223]
surprise,[40 40 40 ... 94 94 94]
surprise,[195 195 195 ... 238 238 238]
surprise,[252 252 252 ... 243 243 243]
surprise,[195 195 195 ... 255 255 255]
surprise,[205 205 205 ...   5   5   5]
surprise,[103 103 103 ... 100 100 100]
surprise,[38 38 38 ... 72 72 72]
surprise,[28 28 28 ... 19 19 19]
surprise,[254 254 254 ...  19  19  19]
surprise,[254 254 254 ... 255 255 255]
surprise,[146 146 146 ... 174 174 174]
surprise,[ 9  9  9 ... 72 72 72]
surprise,[253 253 253 ... 159 159 159]
surprise,[142 142 142 ... 190 190 190]
surprise,[254 254 254 ...  85  85  85]
surprise,[253 253 253 ...  29  29  29]
surprise,[ 65  65  65 ... 167 167 167]
surprise,[127 127 127 ... 242 242 242]
surprise,[247 247 247 ... 254 254 254]
surprise,[255 255 255 ... 200 200 200]
surprise,[209 209 209 ... 106 106 106]
surprise,[255 255 255 ... 197 197 197]
surprise,[255 255 255 ... 252 252 252]
surprise,[59 59 59 ... 50 50 50]
surprise,[255 255 255 ... 254 254 254]
surprise,[204 204 204 ... 202 202 202]
surprise,[215 215 215 ... 106 106 106]
surprise,[231 231 231 ... 101 101 101]
surprise,[174 174 174 ...  74  74  74]
surprise,[255 255 255 ... 134 134 134]
surprise,[206 206 206 ...  87  87  87]
surprise,[204 204 204 ...   4   4   4]
surprise,[217 217 217 ... 206 206 206]
surprise,[37 37 37 ...  3  3  3]
surprise,[255 255 255 ... 187 187 187]
surprise,[117 117 117 ... 117 117 117]
surprise,[203 203 203 ... 143 143 143]
surprise,[103 103 103 ... 120 120 120]
surprise,[146 146 146 ... 195 195 195]
surprise,[ 64  64  64 ... 216 216 216]
surprise,[243 243 243 ...  19  19  19]
surprise,[103 103 103 ...  10  10  10]
surprise,[139 139 139 ... 217 217 217]
surprise,[245 245 245 ...  30  30  30]
surprise,[254 254 254 ...  78  78  78]
surprise,[198 198 198 ... 140 140 140]
surprise,[254 254 254 ... 166 166 166]
surprise,[255 255 255 ... 145 145 145]
surprise,[79 79 79 ... 55 55 55]
surprise,[ 95  95  95 ... 254 254 254]
surprise,[199 199 199 ...  62  62  62]
surprise,[79 79 79 ... 41 41 41]
surprise,[ 45  45  45 ... 140 140 140]
surprise,[247 247 247 ... 232 232 232]
surprise,[107 107 107 ... 145 145 145]
surprise,[ 11  11  11 ... 206 206 206]
surprise,[253 253 253 ... 252 252 252]
surprise,[246 246 246 ...  86  86  86]
surprise,[ 8  8  8 ... 39 39 39]
surprise,[160 160 160 ...  40  40  40]
surprise,[164 164 164 ... 118 118 118]
surprise,[ 43  43  43 ... 255 255 255]
surprise,[254 254 254 ...  74  74  74]
surprise,[ 24  24  24 ... 254 254 254]
surprise,[255 255 255 ... 255 255 255]
surprise,[247 247 247 ... 241 241 241]
surprise,[ 45  45  45 ... 188 188 188]
surprise,[0 0 0 ... 0 0 0]
surprise,[143 143 143 ...  84  84  84]
surprise,[  0   0   0 ... 226 226 226]
surprise,[104 104 104 ... 247 247 247]
surprise,[5 5 5 ... 4 4 4]
surprise,[ 86  86  86 ... 153 153 153]
surprise,[141 141 141 ...  98  98  98]
surprise,[255 255 255 ... 154 154 154]
surprise,[254 254 254 ... 233 233 233]
surprise,[254 254 254 ... 176 176 176]
surprise,[204 204 204 ... 215 215 215]
surprise,[106 106 106 ...   7   7   7]
surprise,[206 206 206 ... 115 115 115]
surprise,[38 38 38 ... 75 75 75]
surprise,[253 253 253 ... 255 255 255]
surprise,[248 248 248 ...  76  76  76]
surprise,[189 189 189 ... 250 250 250]
surprise,[252 252 252 ... 255 255 255]
surprise,[78 78 78 ... 70 70 70]
surprise,[141 141 141 ...  83  83  83]
surprise,[ 74  74  74 ... 253 253 253]
surprise,[100 100 100 ... 206 206 206]
surprise,[177 177 177 ... 236 236 236]
surprise,[213 213 213 ... 176 176 176]
surprise,[114 114 114 ... 124 124 124]
surprise,[246 246 246 ...  74  74  74]
surprise,[33 33 33 ... 50 50 50]
surprise,[ 43  43  43 ... 163 163 163]
surprise,[169 169 169 ...  41  41  41]
surprise,[ 45  45  45 ... 100 100 100]
surprise,[243 243 243 ... 244 244 244]
surprise,[255 255 255 ...  58  58  58]
surprise,[71 71 71 ... 38 38 38]
surprise,[ 58  58  58 ... 223 223 223]
surprise,[254 254 254 ...  94  94  94]
surprise,[177 177 177 ... 255 255 255]
surprise,[183 183 183 ... 192 192 192]
surprise,[ 70  70  70 ... 113 113 113]
surprise,[255 255 255 ... 255 255 255]
surprise,[255 255 255 ... 255 255 255]
surprise,[124 124 124 ... 162 162 162]
surprise,[252 252 252 ... 149 149 149]
surprise,[241 241 241 ...  45  45  45]
surprise,[ 85  85  85 ... 163 163 163]
surprise,[35 35 35 ... 44 44 44]
surprise,[188 188 188 ... 113 113 113]
surprise,[  0   0   0 ... 116 116 116]
surprise,[230 230 230 ... 129 129 129]
surprise,[255 255 255 ...  48  48  48]
surprise,[113 113 113 ... 137 137 137]
surprise,[48 48 48 ...  0  0  0]
surprise,[255 255 255 ... 202 202 202]
surprise,[245 245 245 ... 137 137 137]
surprise,[105 105 105 ...  99  99  99]
surprise,[206 206 206 ... 133 133 133]
surprise,[31 31 31 ... 47 47 47]
surprise,[254 254 254 ...  29  29  29]
surprise,[254 254 254 ... 255 255 255]
surprise,[0 0 0 ... 0 0 0]
surprise,[203 203 203 ... 121 121 121]
surprise,[254 254 254 ... 255 255 255]
surprise,[126 126 126 ...  10  10  10]
surprise,[255 255 255 ... 233 233 233]
surprise,[249 249 249 ... 197 197 197]
surprise,[255 255 255 ...  29  29  29]
surprise,[253 253 253 ... 255 255 255]
surprise,[41 41 41 ... 71 71 71]
surprise,[239 239 239 ...  51  51  51]
surprise,[0 0 0 ... 1 1 1]
surprise,[248 248 248 ... 240 240 240]
surprise,[254 254 254 ... 223 223 223]
surprise,[ 40  40  40 ... 102 102 102]
surprise,[245 245 245 ... 227 227 227]
surprise,[178 178 178 ...  89  89  89]
surprise,[252 252 252 ...  22  22  22]
surprise,[255 255 255 ...   8   8   8]
surprise,[78 78 78 ... 19 19 19]
surprise,[ 51  51  51 ... 144 144 144]
surprise,[111 111 111 ...  18  18  18]
surprise,[124 124 124 ... 205 205 205]
surprise,[228 228 228 ... 242 242 242]
surprise,[44 44 44 ... 15 15 15]
surprise,[ 35  35  35 ... 125 125 125]
surprise,[ 20  20  20 ... 183 183 183]
surprise,[255 255 255 ... 187 187 187]
surprise,[59 59 59 ... 28 28 28]
surprise,[160 160 160 ...  66  66  66]
surprise,[ 52  52  52 ... 226 226 226]
surprise,[121 121 121 ... 165 165 165]
surprise,[119 119 119 ...  75  75  75]
surprise,[254 254 254 ...  72  72  72]
surprise,[151 151 151 ...  33  33  33]
surprise,[136 136 136 ... 251 251 251]
surprise,[249 249 249 ...  71  71  71]
surprise,[179 179 179 ... 150 150 150]
surprise,[ 83  83  83 ... 144 144 144]
surprise,[107 107 107 ... 107 107 107]
surprise,[28 28 28 ...  9  9  9]
surprise,[176 176 176 ... 187 187 187]
surprise,[161 161 161 ... 255 255 255]
surprise,[10 10 10 ... 47 47 47]
surprise,[ 42  42  42 ... 170 170 170]
surprise,[174 174 174 ... 203 203 203]
surprise,[251 251 251 ... 243 243 243]
surprise,[ 50  50  50 ... 158 158 158]
surprise,[101 101 101 ...   1   1   1]
surprise,[93 93 93 ... 41 41 41]
surprise,[  5   5   5 ... 136 136 136]
surprise,[ 38  38  38 ... 122 122 122]
surprise,[88 88 88 ... 25 25 25]
surprise,[40 40 40 ... 89 89 89]
surprise,[255 255 255 ... 186 186 186]
surprise,[205 205 205 ... 129 129 129]
surprise,[60 60 60 ... 56 56 56]
surprise,[177 177 177 ...  79  79  79]
surprise,[ 89  89  89 ... 169 169 169]
surprise,[192 192 192 ... 124 124 124]
surprise,[ 57  57  57 ... 113 113 113]
surprise,[130 130 130 ...  85  85  85]
surprise,[255 255 255 ...  68  68  68]
surprise,[145 145 145 ...   3   3   3]
surprise,[58 58 58 ... 30 30 30]
surprise,[ 16  16  16 ... 117 117 117]
surprise,[22 22 22 ... 61 61 61]
surprise,[106 106 106 ... 173 173 173]
surprise,[246 246 246 ... 255 255 255]
surprise,[ 91  91  91 ... 251 251 251]
surprise,[48 48 48 ... 45 45 45]
surprise,[67 67 67 ... 98 98 98]
surprise,[254 254 254 ... 174 174 174]
surprise,[230 230 230 ... 155 155 155]
surprise,[156 156 156 ... 125 125 125]
surprise,[82 82 82 ... 89 89 89]
surprise,[ 18  18  18 ... 236 236 236]
surprise,[109 109 109 ...  45  45  45]
surprise,[133 133 133 ... 126 126 126]
surprise,[147 147 147 ...  76  76  76]
surprise,[172 172 172 ... 184 184 184]
surprise,[ 61  61  61 ... 243 243 243]
surprise,[206 206 206 ...  12  12  12]
surprise,[ 43  43  43 ... 226 226 226]
surprise,[218 218 218 ...  10  10  10]
surprise,[235 235 235 ... 178 178 178]
surprise,[244 244 244 ...  46  46  46]
surprise,[ 55  55  55 ... 108 108 108]
surprise,[255 255 255 ... 235 235 235]
surprise,[187 187 187 ... 104 104 104]
surprise,[28 28 28 ... 11 11 11]
surprise,[228 228 228 ...  25  25  25]
surprise,[255 255 255 ... 196 196 196]
surprise,[246 246 246 ...  74  74  74]
surprise,[254 254 254 ... 148 148 148]
surprise,[  2   2   2 ... 254 254 254]
surprise,[ 92  92  92 ... 131 131 131]
surprise,[255 255 255 ... 235 235 235]
surprise,[163 163 163 ...  51  51  51]
surprise,[ 70  70  70 ... 190 190 190]
surprise,[178 178 178 ... 208 208 208]
surprise,[121 121 121 ...  40  40  40]
surprise,[255 255 255 ... 170 170 170]
surprise,[ 84  84  84 ... 171 171 171]
surprise,[255 255 255 ... 253 253 253]
surprise,[180 180 180 ... 190 190 190]
surprise,[142 142 142 ... 254 254 254]
surprise,[255 255 255 ...  21  21  21]
surprise,[153 153 153 ... 132 132 132]
surprise,[255 255 255 ...  65  65  65]
surprise,[255 255 255 ... 250 250 250]
surprise,[60 60 60 ... 14 14 14]
surprise,[253 253 253 ...   3   3   3]
surprise,[252 252 252 ... 156 156 156]
surprise,[22 22 22 ... 15 15 15]
surprise,[240 240 240 ... 173 173 173]
surprise,[201 201 201 ...  38  38  38]
surprise,[65 65 65 ... 78 78 78]
surprise,[239 239 239 ... 118 118 118]
surprise,[149 149 149 ...  21  21  21]
surprise,[190 190 190 ... 250 250 250]
surprise,[113 113 113 ...  52  52  52]
surprise,[239 239 239 ... 118 118 118]
surprise,[130 130 130 ...  85  85  85]
surprise,[30 30 30 ... 77 77 77]
surprise,[255 255 255 ... 192 192 192]
surprise,[255 255 255 ... 119 119 119]
surprise,[243 243 243 ...   5   5   5]
surprise,[220 220 220 ... 191 191 191]
surprise,[171 171 171 ... 168 168 168]
surprise,[222 222 222 ... 116 116 116]
surprise,[83 83 83 ... 75 75 75]
surprise,[44 44 44 ... 76 76 76]
surprise,[161 161 161 ... 254 254 254]
surprise,[0 0 0 ... 3 3 3]
surprise,[185 185 185 ... 101 101 101]
surprise,[103 103 103 ...  12  12  12]
surprise,[255 255 255 ... 186 186 186]
surprise,[242 242 242 ... 240 240 240]
surprise,[108 108 108 ... 245 245 245]
surprise,[126 126 126 ... 158 158 158]
surprise,[ 67  67  67 ... 226 226 226]
surprise,[121 121 121 ... 182 182 182]
surprise,[141 141 141 ... 226 226 226]
surprise,[252 252 252 ... 129 129 129]
surprise,[ 21  21  21 ... 137 137 137]
surprise,[255 255 255 ... 242 242 242]
surprise,[255 255 255 ... 255 255 255]
surprise,[253 253 253 ... 226 226 226]
surprise,[131 131 131 ...  44  44  44]
surprise,[13 13 13 ... 28 28 28]
surprise,[209 209 209 ...  81  81  81]
surprise,[254 254 254 ... 229 229 229]
surprise,[255 255 255 ... 146 146 146]
surprise,[255 255 255 ... 139 139 139]
surprise,[ 36  36  36 ... 150 150 150]
surprise,[ 0  0  0 ... 34 34 34]
surprise,[255 255 255 ... 253 253 253]
surprise,[120 120 120 ...  15  15  15]
surprise,[16 16 16 ...  1  1  1]
surprise,[128 128 128 ... 245 245 245]
surprise,[ 37  37  37 ... 176 176 176]
surprise,[255 255 255 ... 149 149 149]
surprise,[255 255 255 ... 255 255 255]
surprise,[177 177 177 ... 114 114 114]
surprise,[224 224 224 ...  82  82  82]
surprise,[  0   0   0 ... 158 158 158]
surprise,[143 143 143 ... 149 149 149]
surprise,[255 255 255 ... 152 152 152]
surprise,[222 222 222 ... 129 129 129]
surprise,[255 255 255 ... 239 239 239]
surprise,[147 147 147 ... 148 148 148]
surprise,[253 253 253 ...  23  23  23]
surprise,[253 253 253 ... 230 230 230]
surprise,[255 255 255 ... 145 145 145]
surprise,[251 251 251 ... 252 252 252]
surprise,[109 109 109 ...  45  45  45]
surprise,[201 201 201 ... 183 183 183]
surprise,[91 91 91 ... 84 84 84]
surprise,[69 69 69 ... 30 30 30]
surprise,[239 239 239 ...  25  25  25]
surprise,[216 216 216 ... 254 254 254]
surprise,[136 136 136 ... 148 148 148]
surprise,[255 255 255 ... 206 206 206]
surprise,[255 255 255 ...  24  24  24]
surprise,[249 249 249 ... 253 253 253]
surprise,[97 97 97 ... 59 59 59]
surprise,[169 169 169 ... 107 107 107]
surprise,[203 203 203 ... 123 123 123]
surprise,[125 125 125 ... 231 231 231]
surprise,[190 190 190 ...  11  11  11]
surprise,[51 51 51 ... 78 78 78]
surprise,[255 255 255 ... 254 254 254]
surprise,[180 180 180 ... 222 222 222]
surprise,[144 144 144 ... 232 232 232]
surprise,[140 140 140 ...  73  73  73]
surprise,[148 148 148 ... 197 197 197]
surprise,[ 0  0  0 ... 42 42 42]
surprise,[55 55 55 ... 41 41 41]
surprise,[59 59 59 ... 83 83 83]
surprise,[247 247 247 ... 254 254 254]
surprise,[136 136 136 ...  13  13  13]
surprise,[255 255 255 ...  74  74  74]
surprise,[254 254 254 ... 168 168 168]
surprise,[234 234 234 ...  47  47  47]
surprise,[254 254 254 ... 214 214 214]
surprise,[  1   1   1 ... 226 226 226]
surprise,[255 255 255 ... 142 142 142]
surprise,[ 3  3  3 ... 20 20 20]
surprise,[ 14  14  14 ... 161 161 161]
surprise,[55 55 55 ... 87 87 87]
surprise,[107 107 107 ... 143 143 143]
surprise,[ 68  68  68 ... 195 195 195]
surprise,[234 234 234 ...  28  28  28]
surprise,[228 228 228 ... 253 253 253]
surprise,[ 34  34  34 ... 167 167 167]
surprise,[81 81 81 ... 93 93 93]
surprise,[124 124 124 ... 136 136 136]
surprise,[247 247 247 ... 228 228 228]
surprise,[27 27 27 ... 39 39 39]
surprise,[15 15 15 ... 17 17 17]
surprise,[159 159 159 ... 149 149 149]
surprise,[ 38  38  38 ... 151 151 151]
surprise,[167 167 167 ... 246 246 246]
surprise,[158 158 158 ...  35  35  35]
surprise,[ 83  83  83 ... 232 232 232]
surprise,[116 116 116 ... 221 221 221]
surprise,[135 135 135 ... 141 141 141]
surprise,[12 12 12 ... 70 70 70]
surprise,[ 49  49  49 ... 243 243 243]
surprise,[ 69  69  69 ... 172 172 172]
surprise,[230 230 230 ... 223 223 223]
surprise,[53 53 53 ... 17 17 17]
surprise,[229 229 229 ... 194 194 194]
surprise,[42 42 42 ... 32 32 32]
surprise,[52 52 52 ... 27 27 27]
surprise,[235 235 235 ... 160 160 160]
surprise,[ 41  41  41 ... 119 119 119]
surprise,[247 247 247 ... 254 254 254]
surprise,[ 66  66  66 ... 192 192 192]
surprise,[254 254 254 ...  30  30  30]
surprise,[126 126 126 ...  99  99  99]
surprise,[250 250 250 ... 249 249 249]
surprise,[96 96 96 ... 78 78 78]
surprise,[255 255 255 ... 255 255 255]
surprise,[101 101 101 ...  55  55  55]
surprise,[171 171 171 ... 133 133 133]
surprise,[240 240 240 ... 254 254 254]
surprise,[208 208 208 ... 214 214 214]
surprise,[255 255 255 ... 254 254 254]
surprise,[ 4  4  4 ... 96 96 96]
surprise,[116 116 116 ...  29  29  29]
surprise,[ 5  5  5 ... 40 40 40]
surprise,[255 255 255 ... 233 233 233]
surprise,[254 254 254 ... 205 205 205]
surprise,[158 158 158 ... 166 166 166]
surprise,[ 0  0  0 ... 87 87 87]
surprise,[234 234 234 ... 122 122 122]
surprise,[255 255 255 ...  62  62  62]
surprise,[56 56 56 ... 49 49 49]
surprise,[209 209 209 ...  25  25  25]
surprise,[75 75 75 ... 86 86 86]
surprise,[35 35 35 ... 52 52 52]
surprise,[179 179 179 ... 121 121 121]
surprise,[180 180 180 ... 222 222 222]
surprise,[ 27  27  27 ... 104 104 104]
surprise,[149 149 149 ... 110 110 110]
surprise,[187 187 187 ... 187 187 187]
surprise,[255 255 255 ... 254 254 254]
surprise,[ 97  97  97 ... 117 117 117]
surprise,[254 254 254 ...  85  85  85]
surprise,[158 158 158 ... 133 133 133]
surprise,[ 56  56  56 ... 176 176 176]
surprise,[238 238 238 ... 252 252 252]
surprise,[  9   9   9 ... 165 165 165]
surprise,[254 254 254 ...  47  47  47]
surprise,[ 47  47  47 ... 151 151 151]
surprise,[147 147 147 ... 128 128 128]
surprise,[197 197 197 ... 235 235 235]
surprise,[ 45  45  45 ... 245 245 245]
surprise,[254 254 254 ... 255 255 255]
surprise,[181 181 181 ... 152 152 152]
surprise,[253 253 253 ... 255 255 255]
surprise,[160 160 160 ... 180 180 180]
surprise,[193 193 193 ...  41  41  41]
surprise,[251 251 251 ... 254 254 254]
surprise,[210 210 210 ... 198 198 198]
surprise,[54 54 54 ... 26 26 26]
surprise,[90 90 90 ... 92 92 92]
surprise,[171 171 171 ... 215 215 215]
surprise,[113 113 113 ... 196 196 196]
surprise,[37 37 37 ...  4  4  4]
surprise,[ 46  46  46 ... 255 255 255]
surprise,[255 255 255 ...  71  71  71]
surprise,[225 225 225 ...  95  95  95]
surprise,[240 240 240 ...  30  30  30]
surprise,[182 182 182 ... 202 202 202]
surprise,[131 131 131 ...  44  44  44]
surprise,[72 72 72 ... 22 22 22]
surprise,[197 197 197 ... 235 235 235]
surprise,[78 78 78 ... 43 43 43]
surprise,[255 255 255 ... 122 122 122]
surprise,[255 255 255 ... 163 163 163]
surprise,[ 45  45  45 ... 245 245 245]
surprise,[250 250 250 ...  51  51  51]
surprise,[254 254 254 ... 254 254 254]
surprise,[115 115 115 ... 119 119 119]
surprise,[199 199 199 ...  62  62  62]
surprise,[194 194 194 ...  17  17  17]
surprise,[ 18  18  18 ... 178 178 178]
surprise,[115 115 115 ... 119 119 119]
surprise,[253 253 253 ...  24  24  24]
